--- scanner 0 ---
--- scanner 27 ---
796,-639,467
-466,745,941
-643,761,914
-656,-678,-356
-287,-630,551
745,-410,-793
845,810,-427
871,807,-369
-537,570,-660
-416,-664,648
-679,-666,-539
665,-593,418
637,-446,-698
-561,460,-618
729,821,438
731,-468,509
785,842,479
830,846,590
-711,-738,-475
663,786,-344
-564,625,-522
69,22,29
-428,-614,674
834,-465,-768
-743,755,934

--- scanner 28 ---
-778,-875,618
942,836,-279
144,5,149
-575,-553,-671
666,-540,470
775,679,795
-673,758,825
881,730,-333
536,-504,595
32,-139,65
-817,-853,656
721,603,749
-561,-619,-773
499,-483,409
736,-744,-687
-825,312,-490
-649,-893,620
-786,382,-497
819,-766,-623
964,756,-303
-556,-380,-743
-740,414,-537
843,557,827
-727,778,730
687,-763,-477
-681,758,705

--- scanner 29 ---
604,-777,-488
506,-429,806
-726,557,-319
-454,588,546
148,70,41
592,621,-572
-617,-544,-381
571,-421,697
-742,390,-366
619,315,692
-714,-568,-451
-503,641,700
734,296,817
781,326,611
616,-594,-465
42,-66,116
585,622,-418
-767,659,-361
-523,-551,609
632,579,-600
-505,-524,583
-577,-515,675
685,-389,777
-548,637,535
544,-658,-433
-621,-554,-443

--- scanner 30 ---
-804,-884,445
474,566,467
-539,506,-460
-776,-799,-513
-639,475,-509
507,520,408
-829,-889,714
-366,474,-518
523,-832,677
-856,541,580
-679,-869,-489
755,728,-310
-683,-807,-499
774,531,-380
-49,-17,-27
-788,-931,612
570,-650,634
124,-166,-49
-854,338,531
530,-678,676
554,-785,-539
542,-762,-722
85,-44,125
482,-817,-603
-846,416,514
494,443,392
810,639,-285

--- scanner 31 ---
630,690,647
-824,-477,539
441,-416,-835
-847,815,745
-933,-548,467
673,-716,613
-840,-261,-532
287,734,-643
-781,877,798
-963,-509,516
-668,-307,-573
-756,-290,-718
-609,806,742
-79,149,-108
348,-335,-890
-681,786,-389
-655,578,-418
674,-727,813
414,769,-664
-569,772,-429
391,794,-774
502,664,539
389,-330,-965
560,812,572
635,-783,706

--- scanner 32 ---
-651,-754,-868
541,556,633
104,-64,-97
-562,-456,656
518,-456,-872
-729,-848,-755
-506,-387,754
-741,721,425
407,417,-608
586,-516,700
659,-661,650
597,601,522
470,531,-727
649,462,564
587,-393,-854
-521,-463,583
-661,381,-763
-769,630,578
48,116,46
636,-637,738
562,531,-636
-669,535,-734
-649,-867,-691
-689,402,-658
657,-493,-778
-646,665,569

--- scanner 33 ---
685,701,345
-78,-62,-69
-837,617,544
566,-548,726
-870,569,-780
729,339,-460
-776,550,603
-882,-448,839
8,52,43
-465,-730,-705
-891,-533,728
-653,555,516
278,-580,-556
-920,534,-672
-843,647,-662
-568,-684,-724
311,-537,-607
699,632,347
558,-591,615
794,610,403
-940,-381,802
327,-588,-458
825,377,-552
-517,-624,-630
818,421,-409
502,-570,719

--- scanner 34 ---
544,-866,500
-551,770,-869
443,525,386
-338,-778,-796
-770,366,495
-351,-743,-785
-802,-466,785
439,439,426
429,428,243
817,578,-472
99,-138,-126
409,-850,603
-324,-938,-854
-841,-581,684
-38,-3,-27
736,595,-472
551,-848,-709
-836,454,595
621,-825,-820
-623,608,-870
-639,466,507
698,-802,-806
561,-939,612
-651,760,-848
770,576,-652
-876,-534,669

--- scanner 35 ---
-292,338,344
738,647,258
807,398,-851
858,407,-773
-62,-6,-71
517,-544,-491
-758,825,-665
-478,-543,-935
96,-105,-168
562,675,228
-296,434,434
-333,391,272
825,-765,622
-462,-463,-888
794,-766,459
711,-832,604
579,-570,-446
-682,723,-715
577,536,248
-433,-388,482
897,473,-813
-448,-445,518
-411,-654,-931
-401,-401,516
-765,637,-594
673,-564,-452
